BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
18-421,69872,2019/06/06 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/08/30 00:00:00+00,UNKNOWN COMMAND,,Procedure,Inconclusive,Unknown,Unknown,10364
18-423,69874,2019/06/06 00:00:00+00,Walk In,23,Black,Female,2018/09/06 00:00:00+00,6TH PRECINCT,,Demeanor,Inconclusive,White,Male,10365
18-423,69874,2019/06/06 00:00:00+00,Walk In,23,Black,Female,2018/09/06 00:00:00+00,6TH PRECINCT,,Demeanor,Inconclusive,White,Male,10366
18-423,69874,2019/06/06 00:00:00+00,Walk In,23,Black,Female,2018/09/06 00:00:00+00,6TH PRECINCT,,Procedure,Exonerated,White,Male,10367
18-419,69870,2019/06/06 00:00:00+00,Walk In,39,Unknown,Male,2018/07/10 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Search,No Charge,Unknown,Unknown,10368
18-419,69870,2019/06/06 00:00:00+00,Walk In,37,Unknown,Female,2018/07/10 00:00:00+00,TACTICAL RESPONSE UNIT,Admin. Closure,Procedure,Admin. Closure,White,Male,10369
18-419,69870,2019/06/06 00:00:00+00,Walk In,37,Unknown,Female,2018/07/10 00:00:00+00,TACTICAL RESPONSE UNIT,Admin. Closure,Procedure,Admin. Closure,White,Male,10371
18-421,69872,2019/06/06 00:00:00+00,Telephone (or TDD),36,Black,Male,2018/08/30 00:00:00+00,UNKNOWN COMMAND,,Search,Inconclusive,Unknown,Unknown,10372
18-420,69871,2019/06/06 00:00:00+00,Telephone (or TDD),28,Unknown,Female,2018/09/04 00:00:00+00,8TH PRECINCT,,Property,Inconclusive,Black,Male,10373
18-420,69871,2019/06/06 00:00:00+00,Telephone (or TDD),28,Unknown,Female,2018/09/04 00:00:00+00,8TH PRECINCT,,Procedure,Sustained,Black,Male,10374
18-419,69870,2019/06/06 00:00:00+00,Walk In,37,Unknown,Female,2018/07/10 00:00:00+00,TACTICAL RESPONSE UNIT,Admin. Closure,Procedure,Admin. Closure,Black,Male,10375
18-419,69870,2019/06/06 00:00:00+00,Walk In,37,Unknown,Female,2018/07/10 00:00:00+00,TACTICAL RESPONSE UNIT,Admin. Closure,Procedure,Admin. Closure,Black,Male,10376
18-419,69870,2019/06/06 00:00:00+00,Walk In,39,Unknown,Male,2018/07/10 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Entry,No Charge,Unknown,Unknown,10377
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Demeanor,Inconclusive,Black,Male,10010
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Demeanor,Inconclusive,Black,Male,10014
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Demeanor,Inconclusive,Black,Male,10022
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,UNKNOWN COMMAND,,Harassment,No Charge,Unknown,Unknown,10065
18-413,69864,2019/06/05 00:00:00+00,Telephone (or TDD),46,Black,Female,2018/09/05 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Sustained,Black,Female,10066
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Exonerated,Black,Male,10067
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Exonerated,Black,Male,10068
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Sustained,Black,Male,10069
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,DETROIT POLICE DEPARTMENT,,Harassment,Unfounded,Unknown,Unknown,10070
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,No Charge,White,Female,10071
18-418,69869,2019/06/05 00:00:00+00,Walk In,65,Black,Male,2018/08/27 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,10072
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,No Charge,White,Male,10073
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Demeanor,Inconclusive,Hispanic,Male,10074
18-414,69865,2019/06/05 00:00:00+00,Outside agency,58,Black,Female,2018/08/31 00:00:00+00,DOWNTOWN SERVICES DIVISION,Admin. Closure,Force,Admin. Closure,Black,Male,10075
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Demeanor,Inconclusive,Black,Male,10076
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,No Charge,White,Female,10083
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,White,Male,10096
18-414,69865,2019/06/05 00:00:00+00,Outside agency,58,Black,Female,2018/08/31 00:00:00+00,DOWNTOWN SERVICES DIVISION,Admin. Closure,Demeanor,Admin. Closure,Black,Male,10103
18-413,69864,2019/06/05 00:00:00+00,Telephone (or TDD),46,Black,Female,2018/09/05 00:00:00+00,COMMUNICATIONS OPERATIONS,,Procedure,Sustained,Black,Female,10152
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,No Charge,White,Male,10158
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Male,10178
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Male,10188
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Male,10209
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Male,10269
18-414,69865,2019/06/05 00:00:00+00,Outside agency,58,Black,Female,2018/08/31 00:00:00+00,DOWNTOWN SERVICES DIVISION,Admin. Closure,Procedure,Admin. Closure,Black,Male,10277
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Sustained,White,Male,10279
18-418,69869,2019/06/05 00:00:00+00,Walk In,65,Black,Male,2018/08/27 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,10283
18-417,69868,2019/06/05 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/10/12 00:00:00+00,6TH PRECINCT,,Property,Inconclusive,White,Female,10314
18-417,69868,2019/06/05 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/10/12 00:00:00+00,6TH PRECINCT,,Property,Inconclusive,Black,Male,10315
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Property,No Charge,White,Male,10316
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Property,No Charge,White,Female,10318
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Exonerated,White,Male,10346
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Exonerated,White,Male,10347
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,No Charge,White,Male,10348
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Hispanic,Male,10349
18-416,69867,2019/06/05 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/10/16 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Force,Exonerated,White,Female,10350
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10351
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10352
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10353
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10354
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10355
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10356
18-415,69866,2019/06/05 00:00:00+00,Telephone (or TDD),36,Biracial,Male,2018/09/10 00:00:00+00,MAJOR VIOLATORS,,Harassment,Unfounded,Black,Male,10357
18-418,69869,2019/06/05 00:00:00+00,Walk In,65,Black,Male,2018/08/27 00:00:00+00,11TH PRECINCT,,Demeanor,Unfounded,White,Male,10358
18-417,69868,2019/06/05 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/10/12 00:00:00+00,6TH PRECINCT,,Property,No Charge,White,Male,10359
18-414,69865,2019/06/05 00:00:00+00,Outside agency,58,Black,Female,2018/08/31 00:00:00+00,DOWNTOWN SERVICES DIVISION,Admin. Closure,Property,No Charge,Black,Male,10360
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),47,White,Female,2018/09/04 00:00:00+00,10TH PRECINCT,,Procedure,Sustained,Black,Male,10052
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),47,White,Female,2018/09/04 00:00:00+00,10TH PRECINCT,,Procedure,Sustained,Black,Male,10053
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),47,White,Female,2018/09/04 00:00:00+00,10TH PRECINCT,,Demeanor,No Charge,Black,Male,10054
18-411,69862,2019/06/04 00:00:00+00,Online,38,Black,Female,2018/09/04 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,10055
18-411,69862,2019/06/04 00:00:00+00,Online,38,Black,Female,2018/09/04 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,Black,Male,10056
18-411,69862,2019/06/04 00:00:00+00,Online,38,Black,Female,2018/09/04 00:00:00+00,5TH PRECINCT,,Service,Unfounded,Black,Male,10057
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),0,Unknown,Male,2018/09/04 00:00:00+00,10TH PRECINCT,,Procedure,Sustained,Black,Male,10058
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),0,Unknown,Male,2018/09/04 00:00:00+00,10TH PRECINCT,,Procedure,Sustained,Black,Male,10059
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),0,Unknown,Male,2018/09/04 00:00:00+00,10TH PRECINCT,,Demeanor,Sustained,Black,Male,10060
18-412,69863,2019/06/04 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/09/04 00:00:00+00,9TH PRECINCT,,Demeanor,Inconclusive,Black,Female,10061
18-412,69863,2019/06/04 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/09/04 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,10062
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),0,Unknown,Male,2018/09/04 00:00:00+00,10TH PRECINCT,,Demeanor,No Charge,Black,Male,10063
18-410,69853,2019/06/04 00:00:00+00,Telephone (or TDD),47,White,Female,2018/09/04 00:00:00+00,10TH PRECINCT,,Demeanor,Sustained,Black,Male,10064
18-409,69852,2019/06/02 00:00:00+00,Walk In,39,Black,Male,2018/08/28 00:00:00+00,2ND PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,White,Male,10048
18-409,69852,2019/06/02 00:00:00+00,Walk In,39,Black,Male,2018/08/28 00:00:00+00,2ND PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,White,Male,10049
18-409,69852,2019/06/02 00:00:00+00,Walk In,39,Black,Male,2018/08/28 00:00:00+00,2ND PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Male,10050
18-409,69852,2019/06/02 00:00:00+00,Walk In,39,Black,Male,2018/08/28 00:00:00+00,2ND PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Male,10051
18-406,69849,2019/06/01 00:00:00+00,In-Custody,23,Black,Male,2018/08/22 00:00:00+00,3RD PRECINCT,,Force,No Charge,White,Male,10032
18-407,69850,2019/06/01 00:00:00+00,Letter,39,Black,Male,2018/07/30 00:00:00+00,2ND PRECINCT,Admin.Close/Innocence of the Charge,Arrest,Admin. Closure,Black,Male,10033
18-408,69851,2019/06/01 00:00:00+00,Walk In,25,White,Female,2018/08/30 00:00:00+00,11TH PRECINCT,,Demeanor,Unfounded,White,Male,10034
18-408,69851,2019/06/01 00:00:00+00,Walk In,25,White,Female,2018/08/30 00:00:00+00,11TH PRECINCT,,Demeanor,Unfounded,Black,Male,10035
18-406,69849,2019/06/01 00:00:00+00,In-Custody,23,Black,Male,2018/08/22 00:00:00+00,12TH PRECINCT,,Force,Inconclusive,White,Male,10036
18-405,69848,2019/06/01 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/09/04 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,10037
18-405,69848,2019/06/01 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/09/04 00:00:00+00,12TH PRECINCT,,Demeanor,Unfounded,Asian,Male,10038
18-407,69850,2019/06/01 00:00:00+00,Letter,39,Black,Male,2018/07/30 00:00:00+00,2ND PRECINCT,Admin.Close/Innocence of the Charge,Arrest,Admin. Closure,White,Male,10039
18-405,69848,2019/06/01 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/09/04 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,10040
18-406,69849,2019/06/01 00:00:00+00,In-Custody,23,Black,Male,2018/08/22 00:00:00+00,12TH PRECINCT,,Force,No Charge,White,Male,10041
18-406,69849,2019/06/01 00:00:00+00,In-Custody,23,Black,Male,2018/08/22 00:00:00+00,12TH PRECINCT,,Force,No Charge,White,Male,10042
18-406,69849,2019/06/01 00:00:00+00,In-Custody,23,Black,Male,2018/08/22 00:00:00+00,12TH PRECINCT,,Force,No Charge,White,Male,10043
18-406,69849,2019/06/01 00:00:00+00,In-Custody,23,Black,Male,2018/08/22 00:00:00+00,12TH PRECINCT,,Force,No Charge,White,Male,10044
18-404,69847,2019/06/01 00:00:00+00,Walk In,57,Black,Male,2018/08/16 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,10045
18-404,69847,2019/06/01 00:00:00+00,Walk In,57,Black,Male,2018/08/16 00:00:00+00,9TH PRECINCT,,Procedure,Inconclusive,Black,Female,10046
18-405,69848,2019/06/01 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/09/04 00:00:00+00,12TH PRECINCT,,Procedure,Unfounded,Asian,Male,10047
18-402,69845,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/08/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,10013
18-402,69845,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/08/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,10021
18-402,69845,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/08/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Service,Admin. Closure,Black,Male,10029
18-402,69845,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/08/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Service,Admin. Closure,White,Male,10030
18-403,69846,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/07/30 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Female,10031
18-401,69844,2020/05/31 00:00:00+00,Walk In,31,Black,Male,2018/09/05 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,10336
18-401,69844,2020/05/31 00:00:00+00,Walk In,31,Black,Male,2018/09/05 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Inconclusive,Black,Male,10337
18-403,69846,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/07/30 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Exonerated,Black,Female,10338
18-403,69846,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/07/30 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Inconclusive,Black,Female,10339
18-403,69846,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/07/30 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,Inconclusive,Black,Female,10340
18-401,69844,2020/05/31 00:00:00+00,Walk In,31,Black,Male,2018/09/05 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,Inconclusive,Black,Male,10341
18-402,69845,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/08/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Demeanor,No Charge,Black,Male,10342
18-402,69845,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/08/24 00:00:00+00,6TH PRECINCT,Admin. Closure,Demeanor,No Charge,Black,Male,10343
18-403,69846,2020/05/31 00:00:00+00,Telephone (or TDD),28,Black,Female,2018/07/30 00:00:00+00,DOWNTOWN SERVICES DIVISION,,PROcedure,Sustained,Black,Male,10344
18-397,69840,2020/05/30 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/09/04 00:00:00+00,12TH PRECINCT,,Service,Unfounded,Black,Female,10323
18-397,69840,2020/05/30 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/09/04 00:00:00+00,12TH PRECINCT,,Procedure,Unfounded,Black,Female,10324
18-399,69842,2020/05/30 00:00:00+00,Telephone (or TDD),45,Unknown,Male,2018/08/31 00:00:00+00,6TH PRECINCT,,Property,Inconclusive,Hispanic,Male,10325
18-400,69843,2020/05/30 00:00:00+00,Walk In,31,Black,Female,2018/08/28 00:00:00+00,6TH PRECINCT,Admin. Closure,Harassment,Admin. Closure,White,Male,10326
18-399,69842,2020/05/30 00:00:00+00,Telephone (or TDD),45,Unknown,Male,2018/08/31 00:00:00+00,6TH PRECINCT,,Procedure,Unfounded,White,Male,10327
18-399,69842,2020/05/30 00:00:00+00,Telephone (or TDD),45,Unknown,Male,2018/08/31 00:00:00+00,6TH PRECINCT,,Procedure,Unfounded,Hispanic,Male,10328
18-398,69841,2020/05/30 00:00:00+00,Telephone (or TDD),52,Unknown,Female,2018/08/27 00:00:00+00,10TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,10329
18-400,69843,2020/05/30 00:00:00+00,Walk In,31,Black,Female,2018/08/28 00:00:00+00,6TH PRECINCT,Admin. Closure,Demeanor,No Charge,White,Male,10330
18-400,69843,2020/05/30 00:00:00+00,Walk In,31,Black,Female,2018/08/28 00:00:00+00,6TH PRECINCT,Admin. Closure,Procedure,No Charge,White,Male,10331
18-398,69841,2020/05/30 00:00:00+00,Telephone (or TDD),52,Unknown,Female,2018/08/27 00:00:00+00,10TH PRECINCT PDU,Admin.close/Inadequate Service,Property,No Charge,Black,Male,10332
18-399,69842,2020/05/30 00:00:00+00,Telephone (or TDD),45,Unknown,Male,2018/08/31 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,10333
18-397,69840,2020/05/30 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/09/04 00:00:00+00,12TH PRECINCT,,Demeanor,Unfounded,Black,Female,10334
18-397,69840,2020/05/30 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/09/04 00:00:00+00,12TH PRECINCT,,Procedure,Unfounded,White,Male,10335
18-392,69835,2020/05/29 00:00:00+00,Telephone (or TDD),2,Black,Male,2018/05/29 00:00:00+00,UNKNOWN COMMAND,Duplication,Search,Void,Unknown,Unknown,10204
18-393,69836,2020/05/29 00:00:00+00,Telephone (or TDD),31,Black,Male,2018/06/06 00:00:00+00,AUCTION DETAIL,Admin. Closure,Procedure,Admin. Closure,Black,Male,10210
18-396,69839,2020/05/29 00:00:00+00,Walk In,27,Black,Female,2018/08/28 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,10271
18-395,69838,2020/05/29 00:00:00+00,In-Custody,22,Black,Male,2018/07/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,10278
18-395,69838,2020/05/29 00:00:00+00,In-Custody,22,Black,Male,2018/07/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Harassment,No Charge,Unknown,Unknown,10281
18-396,69839,2020/05/29 00:00:00+00,Walk In,27,Black,Female,2018/08/28 00:00:00+00,CITYWIDE PARK UNIT,,Demeanor,No Charge,Black,Female,10285
18-395,69838,2020/05/29 00:00:00+00,In-Custody,22,Black,Male,2018/07/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Demeanor,No Charge,Unknown,Unknown,10317
18-394,69837,2020/05/29 00:00:00+00,Online,0,White,Female,2018/08/28 00:00:00+00,COMMUNICATIONS OPERATIONS,,Procedure,Inconclusive,Black,Male,10319
18-396,69839,2020/05/29 00:00:00+00,Walk In,27,Black,Female,2018/08/28 00:00:00+00,CITYWIDE PARK UNIT,,Procedure,Sustained,Black,Female,10320
18-396,69839,2020/05/29 00:00:00+00,Walk In,27,Black,Female,2018/08/28 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,10321
18-394,69837,2020/05/29 00:00:00+00,Online,0,White,Female,2018/08/28 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,10322
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,UNKNOWN COMMAND,,Force,No Charge,Unknown,Unknown,10001
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Sustained,White,Male,10002
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Female,10003
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Female,10005
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,Black,Female,10006
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Demeanor,Sustained,White,Male,10007
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Service,Unfounded,Black,Female,10009
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Service,Unfounded,Black,Female,10012
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,10018
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Service,Unfounded,White,Male,10026
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,White,Female,10079
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,White,Female,10086
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,White,Male,10097
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Sustained,Black,Female,10104
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,TACTICAL RESPONSE UNIT,,Force,Unfounded,White,Male,10155
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,10160
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Search,Exonerated,White,Male,10189
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Demeanor,No Charge,Black,Female,10263
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Unfounded,White,Male,10264
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Demeanor,Unfounded,White,Female,10265
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Demeanor,Unfounded,White,Female,10266
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Procedure,Exonerated,Black,Female,10267
18-391,69834,2020/05/28 00:00:00+00,Telephone (or TDD),58,White,Male,2018/11/14 00:00:00+00,5TH PRECINCT,,Force,No Charge,Black,Female,10268
18-389,69832,2020/05/27 00:00:00+00,Telephone (or TDD),2,Black,Male,2018/08/27 00:00:00+00,TACTICAL RESPONSE UNIT,,Procedure,Sustained,Black,Male,10240
18-390,69833,2020/05/27 00:00:00+00,Telephone (or TDD),57,Black,Female,2018/08/28 00:00:00+00,12TH PRECINCT,,Service,No Charge,Black,Female,10241
