id,rank,training_name,training_type,hours
1216,Police Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1217,Police Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1218,Police Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1219,Police Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1220,Police Officer,TSC Watchlisting Training,Police Training,1
1221,Police Officer,19-905 OWI Investigations,Police Training,1
1222,Detective,Outdoor Rifle Training,Police Training,9
1223,Detective,Rifle Training and Qualification,Police Training,8
1224,Detective,Firearms Training/Qualification,Police Training,1
1225,Detective,Firearms Training/Qualification,Police Training,1
1226,Detective,Firearms Training/Qualification,Police Training,1
1227,Detective,Firearms Training/Qualification,Police Training,1
1228,Detective,2019 Bloodborne Pathogens ,Police Training,1
1229,Detective,Hazardous Materials 2019,Police Training,1
1230,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1231,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1232,Detective,2019 Response to Resistance Scenarios,Police Training,4
1233,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1234,Detective,2019 Home Made Explosives Recognition,Police Training,1
1235,Detective,2019 ALICE Methodology,Police Training,1
1236,Detective,2019 Community Policing / Problem Solving,Police Training,1
1237,Detective,2019 Below 100,Police Training,1
1238,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1239,Detective,2019 Employee Asssistance Program,Police Training,1
1240,Detective,2019 52-1 District Court Update ,Police Training,2
1241,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1242,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1243,Detective,2019 Accreditation Training,Community Policing,1
1244,Detective,Ethical Decision Making and Intervention,Police Training,1
1245,Detective,2019 Accreditation Review,Police Training,1
1246,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1247,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1248,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1249,Detective,4th Annual Active Assailant Confrence,Police Training,16
1250,Detective,4th Annual North American Active Assailant Conference-Considerations for School Pre-Conference ,Police Training,6
1251,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1252,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1253,Detective,Texas A&M Civilian Response to Active Shooter Events Instructor,Police Training,4
1254,Detective,21st Annual Police Orientation ,Police Training,4.5
1255,Detective,TSC Watchlisting Training,Police Training,1
1256,Detective,19-905 OWI Investigations,Police Training,1
1257,Detective,School Bus Critical Incident Awareness Train the Trainer,Police Training,4
1258,Dispatcher,2019 Bloodborne Pathogens ,Police Training,1
1259,Dispatcher,Hazardous Materials 2019,Police Training,1
1260,Dispatcher,Ethical Decision Making and Intervention,Police Training,1
1261,Dispatcher,Michigan State Police Security Awareness Training Level 1,Police Training,1
1262,Dispatcher,Michigan State Police Security Awareness Training Level 2,Police Training,1
1263,Dispatcher,Michigan State Police Security Awareness Training Level 3,Police Training,1
1264,Dispatcher,Veterans Affairs S.A.V.E Training,Police Training,1
1265,Police Officer,Datamaster DMT,Police Training,2.5
1266,Police Officer,Outdoor Rifle Training,Police Training,9
1267,Police Officer,Rifle Training and Qualification,Police Training,8
1268,Police Officer,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
1269,Police Officer,OakTac Active Shooter Response Training,Police Training,16
1270,Police Officer,Firearms Training/Qualification,Police Training,1
1271,Police Officer,Firearms Training/Qualification,Police Training,1
1272,Police Officer,Firearms Training/Qualification,Police Training,1
1273,Police Officer,Firearms Training/Qualification,Police Training,1
1274,Police Officer,Firearms Training/Qualification,Police Training,1
1275,Police Officer,Firearms Training/Qualification,Police Training,1
1276,Police Officer,MCOLES Active Duty Firearm Standard 2018,Police Training,1
1277,Police Officer,18-909 Avon C50 Gas Mask Training,Police Training,1
1278,Police Officer,2019 Bloodborne Pathogens ,Police Training,1
1279,Police Officer,Hazardous Materials 2019,Police Training,1
1280,Police Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1281,Police Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1282,Police Officer,2019 Response to Resistance Scenarios,Police Training,4
1283,Police Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1284,Police Officer,2019 Home Made Explosives Recognition,Police Training,1
1285,Police Officer,2019 ALICE Methodology,Police Training,1
1286,Police Officer,2019 Community Policing / Problem Solving,Police Training,1
1287,Police Officer,2019 Below 100,Police Training,1
1288,Police Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1289,Police Officer,2019 Employee Asssistance Program,Police Training,1
1290,Police Officer,2019 52-1 District Court Update ,Police Training,2
1291,Police Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1292,Police Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1293,Police Officer,2019 Accreditation Training,Community Policing,1
1294,Police Officer,Ethical Decision Making and Intervention,Police Training,1
1295,Police Officer,2019 Accreditation Review,Police Training,1
1296,Police Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1297,Police Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1298,Police Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1299,Police Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1300,Police Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1301,Police Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1302,Police Officer,TSC Watchlisting Training,Police Training,1
1303,Police Officer,19-905 OWI Investigations,Police Training,1
1304,Police Officer,2020 Community Policing and Problem Solving,Police Training,1
1305,Detective Sergeant,Outdoor Rifle Training,Police Training,9
1306,Detective Sergeant,Rifle Training and Qualification,Police Training,8
1307,Detective Sergeant,Firearms Training/Qualification,Police Training,1
1308,Detective Sergeant,Firearms Training/Qualification,Police Training,1
1309,Detective Sergeant,Firearms Training/Qualification,Police Training,1
1310,Detective Sergeant,Emergency Vehicle Operations (EVO),Police Training,8
1311,Detective Sergeant,2019 Bloodborne Pathogens ,Police Training,1
1312,Detective Sergeant,Hazardous Materials 2019,Police Training,1
1313,Detective Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1314,Detective Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1315,Detective Sergeant,2019 Response to Resistance Scenarios,Police Training,4
1316,Detective Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1317,Detective Sergeant,2019 Home Made Explosives Recognition,Police Training,1
1318,Detective Sergeant,2019 ALICE Methodology,Police Training,1
1319,Detective Sergeant,2019 Community Policing / Problem Solving,Police Training,1
1320,Detective Sergeant,2019 Below 100,Police Training,1
1321,Detective Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1322,Detective Sergeant,2019 Employee Asssistance Program,Police Training,1
1323,Detective Sergeant,2019 52-1 District Court Update ,Police Training,2
1324,Detective Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
1325,Detective Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1326,Detective Sergeant,Ethical Decision Making and Intervention,Police Training,1
1327,Detective Sergeant,2019 Accreditation Review,Police Training,1
1328,Detective Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1329,Detective Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1330,Detective Sergeant,Michigan State Police Security Awareness Training Level 3,Police Training,1
1331,Detective Sergeant,Internal Affairs Investigations: Criminal vs. Administrative Investigations,Police Training,1
1332,Detective Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
1333,Detective Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
1334,Detective Sergeant,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1335,Detective Sergeant,TSC Watchlisting Training,Police Training,1
1336,Detective Sergeant,Evolutionary Leadership,Police Training,8
1337,Detective Sergeant,19-905 OWI Investigations,Police Training,1
1338,Detective Sergeant,2020 Community Policing and Problem Solving,Police Training,1
1339,Patrol Sergeant,Outdoor Rifle Training,Police Training,9
1340,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
1341,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1342,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1343,Patrol Sergeant,Emergency Vehicle Operations (EVO),Police Training,8
1344,Patrol Sergeant,Michigan Association of Hostage Negotiators Confrence,Police Training,16
1345,Patrol Sergeant,Leadership in Police Organizations (LPO),Police Training,135
1346,Patrol Sergeant,2019 Bloodborne Pathogens ,Police Training,1
1347,Patrol Sergeant,Hazardous Materials 2019,Police Training,1
1348,Patrol Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1349,Patrol Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1350,Patrol Sergeant,2019 Response to Resistance Scenarios,Police Training,4
1351,Patrol Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1352,Patrol Sergeant,2019 Home Made Explosives Recognition,Police Training,1
1353,Patrol Sergeant,2019 ALICE Methodology,Police Training,1
1354,Patrol Sergeant,2019 Community Policing / Problem Solving,Police Training,1
1355,Patrol Sergeant,2019 Below 100,Police Training,1
1356,Patrol Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1357,Patrol Sergeant,2019 Employee Asssistance Program,Police Training,1
1358,Patrol Sergeant,2019 52-1 District Court Update ,Police Training,2
1359,Patrol Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
1360,Patrol Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1361,Patrol Sergeant,Ethical Decision Making and Intervention,Police Training,1
1362,Patrol Sergeant,2019 Accreditation Review,Police Training,1
1363,Patrol Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1364,Patrol Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1365,Patrol Sergeant,Individual and Group Crisis Intervention Train the Trainer,Police Training,24
1366,Patrol Sergeant,FBI Crisis Negotiation,Police Training,24
1367,Patrol Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
1368,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
1369,Patrol Sergeant,Michigan Crisis Intervention Training Conference ,Police Training,16
1370,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
1371,Records Clerk,LERMA Seminar,Police Training,8
1372,Records Clerk,2019 Bloodborne Pathogens ,Police Training,1
1373,Records Clerk,Hazardous Materials 2019,Police Training,1
1374,Records Clerk,Ethical Decision Making and Intervention,Police Training,1
1375,Records Clerk,Michigan State Police Security Awareness Training Level 1,Police Training,1
1376,Records Clerk,Michigan State Police Security Awareness Training Level 2,Police Training,1
1377,Records Clerk,Michigan State Police Security Awareness Training Level 3,Police Training,1
1378,Dispatcher,Hazardous Materals/Blood Borne Pathogens,Police Training,4
1379,Dispatcher,Every Officer a Leader,Police Training,16
1380,Dispatcher,2019 Bloodborne Pathogens ,Police Training,1
1381,Dispatcher,Hazardous Materials 2019,Police Training,1
1382,Dispatcher,Ethical Decision Making and Intervention,Police Training,1
1383,Dispatcher,Michigan State Police Security Awareness Training Level 1,Police Training,1
1384,Dispatcher,Michigan State Police Security Awareness Training Level 2,Police Training,1
1385,Dispatcher,Michigan State Police Security Awareness Training Level 3,Police Training,1
1386,Dispatcher,Veterans Affairs S.A.V.E Training,Police Training,1
1387,Dispatcher,TSC Watchlisting Training,Police Training,1
1388,Dispatcher,LEIN TAC Basic,Police Training,7
1389,Dispatcher,2019 Bloodborne Pathogens ,Police Training,1
1390,Dispatcher,Hazardous Materials 2019,Police Training,1
1391,Dispatcher,Ethical Decision Making and Intervention,Police Training,1
1392,Dispatcher,Michigan State Police Security Awareness Training Level 1,Police Training,1
1393,Dispatcher,Michigan State Police Security Awareness Training Level 2,Police Training,1
1394,Dispatcher,Michigan State Police Security Awareness Training Level 3,Police Training,1
1395,Dispatcher,Veterans Affairs S.A.V.E Training,Police Training,1
1396,Dispatcher,TSC Watchlisting Training,Police Training,1
1397,Dispatch Shift Leader,2019 Bloodborne Pathogens ,Police Training,1
1398,Dispatch Shift Leader,Hazardous Materials 2019,Police Training,1
1399,Dispatch Shift Leader,Ethical Decision Making and Intervention,Police Training,1
1400,Dispatch Shift Leader,Michigan State Police Security Awareness Training Level 1,Police Training,1
1401,Dispatch Shift Leader,Michigan State Police Security Awareness Training Level 2,Police Training,1
1402,Dispatch Shift Leader,Veterans Affairs S.A.V.E Training,Police Training,1
1403,Dispatch Shift Leader,TSC Watchlisting Training,Police Training,1
1404,Patrol Officer,REID Technique of Interview and Interrogation,Police Training,32
1405,Patrol Officer,Every Officer a Leader,Police Training,16
1406,Patrol Officer,Outdoor Rifle Training,Police Training,9
1407,Patrol Officer,Rifle Training and Qualification,Police Training,8
1408,Patrol Officer,Firearms Training/Qualification,Police Training,1
1409,Patrol Officer,Firearms Training/Qualification,Police Training,1
1410,Patrol Officer,Firearms Training/Qualification,Police Training,1
1411,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
1412,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1413,Patrol Officer,Hazardous Materials 2019,Police Training,1
1414,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1415,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1416,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1417,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1418,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1419,Patrol Officer,2019 ALICE Methodology,Police Training,1
1420,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1421,Patrol Officer,2019 Below 100,Police Training,1
1422,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1423,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1424,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1425,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1426,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1427,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1428,Patrol Officer,2019 Accreditation Review,Police Training,1
1429,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1430,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1431,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1432,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1433,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1434,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1435,Patrol Officer,TSC Watchlisting Training,Police Training,1
1436,Patrol Officer,Charatceristics of Armend Offenders,Police Training,16
1437,Patrol Officer,19-905 OWI Investigations,Police Training,1
1438,Patrol Officer,2020 Community Policing and Problem Solving,Police Training,1
1439,Dispatch Shift Leader,Crisis Intervention ,Police Training,8
1440,Dispatch Shift Leader,2019 Bloodborne Pathogens ,Police Training,1
1441,Dispatch Shift Leader,Hazardous Materials 2019,Police Training,1
1442,Lieutenant,Taser Training,Police Training,8
1443,Lieutenant,Rifle Training and Qualification,Police Training,8
1444,Lieutenant,Rifle Training and Qualification,Police Training,8
1445,Lieutenant,Firearms Training/Qualification,Police Training,1
1446,Lieutenant,Firearms Training/Qualification,Police Training,1
1447,Lieutenant,Firearms Training/Qualification,Police Training,1
1448,Lieutenant,Firearms Training/Qualification,Police Training,1
1449,Lieutenant,Firearms Training/Qualification,Police Training,1
1450,Lieutenant,2019 Bloodborne Pathogens ,Police Training,1
1451,Lieutenant,Hazardous Materials 2019,Police Training,1
1452,Lieutenant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1453,Lieutenant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1454,Lieutenant,2019 Response to Resistance Scenarios,Police Training,4
1455,Lieutenant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1456,Lieutenant,2019 Home Made Explosives Recognition,Police Training,1
1457,Lieutenant,2019 ALICE Methodology,Police Training,1
1458,Lieutenant,2019 Community Policing / Problem Solving,Police Training,1
1459,Lieutenant,2019 Below 100,Police Training,1
1460,Lieutenant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1461,Lieutenant,2019 Employee Asssistance Program,Police Training,1
1462,Lieutenant,2019 52-1 District Court Update ,Police Training,2
1463,Lieutenant,2019 LEIN / MICR / Booking Update,Police Training,2
1464,Lieutenant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1465,Lieutenant,2019 Accreditation Training,Community Policing,1
1466,Lieutenant,Under the Influence of Cannabis - Understanding the Highway High,Police Training,8
1467,Lieutenant,Ethical Decision Making and Intervention,Police Training,1
1468,Lieutenant,2019 Accreditation Review,Police Training,1
1469,Lieutenant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1470,Lieutenant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1471,Lieutenant,Michigan State Police Security Awareness Training Level 3,Police Training,1
1472,Lieutenant,Veterans Affairs S.A.V.E Training,Police Training,1
1473,Lieutenant,Office of Highway Safety Planning OWI Investigations,Police Training,1
1474,Lieutenant,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1475,Lieutenant,TSC Watchlisting Training,Police Training,1
1476,Lieutenant,FAA Part 107 Exam Preparation and Remote Pilot License,Police Training,8
1477,Lieutenant,Michigan Marijuana Law Conference,Police Training,24
1478,Lieutenant,Evolutionary Leadership,Police Training,8
1479,Lieutenant,19-905 OWI Investigations,Police Training,1
1480,Dispatcher,Basic LEIN Operator Training,Police Training,8
1481,Dispatcher,Sexual Harassment Training,HR Training,
1482,Dispatcher,Leaves of Absence Training,HR Training,0
1483,Dispatcher,Diversity Training (HR),HR Training,0
1484,Dispatcher,Customer Service Guarantee Training,HR Training,
1485,Dispatcher,ALICE Training,HR Training,
1486,Dispatcher,Crisis Intervention ,Police Training,8
1487,Dispatcher,2019 Bloodborne Pathogens ,Police Training,1
1488,Dispatcher,Hazardous Materials 2019,Police Training,1
1489,Dispatcher,Ethical Decision Making and Intervention,Police Training,1
1490,Dispatcher,Michigan State Police Security Awareness Training Level 1,Police Training,1
1491,Dispatcher,Michigan State Police Security Awareness Training Level 2,Police Training,1
1492,Dispatcher,Michigan State Police Security Awareness Training Level 3,Police Training,1
1493,Dispatcher,Veterans Affairs S.A.V.E Training,Police Training,1
1494,Dispatcher,TSC Watchlisting Training,Police Training,1
1495,Dispatcher,Sexual Harassment Training,HR Training,
1496,Dispatcher,Leaves of Absence Training,HR Training,0
1497,Dispatcher,Diversity Training (HR),HR Training,0
1498,Dispatcher,Customer Service Guarantee Training,HR Training,
1499,Dispatcher,ALICE Training,HR Training,
1500,Dispatcher,Basic LEIN for Telecommunicator,Police Training,8
1501,Dispatcher,TSC Watchlisting Training,Police Training,1
1502,Cadet,Sexual Harassment Training,HR Training,
1503,Cadet,Diversity Training (HR),HR Training,0
1504,Cadet,Customer Service Guarantee Training,HR Training,
1505,Cadet,TSC Watchlisting Training,Police Training,1
1506,Detective,Outdoor Rifle Training,Police Training,9
1507,Detective,Rifle Training and Qualification,Police Training,8
1508,Detective,Firearms Training/Qualification,Police Training,1
1509,Detective,Firearms Training/Qualification,Police Training,1
1510,Detective,Firearms Training/Qualification,Police Training,1
1511,Detective,Firearms Training/Qualification,Police Training,1
1512,Detective,Emergency Vehicle Operations (EVO),Police Training,8
1513,Detective,Annual Child  Abuse Conference ,Police Training,24
1514,Detective,Forensic Interviewing: The Next Step,Police Training,24
1515,Detective,2019 Bloodborne Pathogens ,Police Training,1
1516,Detective,Hazardous Materials 2019,Police Training,1
1517,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1518,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1519,Detective,2019 Response to Resistance Scenarios,Police Training,4
1520,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1521,Detective,2019 Home Made Explosives Recognition,Police Training,1
1522,Detective,2019 ALICE Methodology,Police Training,1
1523,Detective,2019 Community Policing / Problem Solving,Police Training,1
1524,Detective,2019 Below 100,Police Training,1
1525,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1526,Detective,2019 Employee Asssistance Program,Police Training,1
1527,Detective,2019 52-1 District Court Update ,Police Training,2
1528,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1529,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1530,Detective,Ethical Decision Making and Intervention,Police Training,1
1531,Detective,2019 Accreditation Review,Police Training,1
1532,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1533,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1534,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1535,Detective,HAVEN's SAAM WORKSHOP- Uncovering sexual assault in domestic violence calls ,Police Training,3
1536,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1537,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1538,Detective,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1539,Detective,21st Annual Police Orientation ,Police Training,4.5
1540,Detective,TSC Watchlisting Training,Police Training,1
1541,Detective,Comprehensive Sexual Assault Investigations,Police Training,16
1542,Detective,19-905 OWI Investigations,Police Training,1
1543,Patrol Sergeant,Outdoor Rifle Training,Police Training,9
1544,Patrol Sergeant,Outdoor Rifle Training,Police Training,9
1545,Patrol Sergeant,Taser Training,Police Training,8
1546,Patrol Sergeant,Rifle Training and Qualification,Police Training,8
1547,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1548,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1549,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1550,Patrol Sergeant,Firearms Training/Qualification,Police Training,1
1551,Patrol Sergeant,2019 Bloodborne Pathogens ,Police Training,1
1552,Patrol Sergeant,Hazardous Materials 2019,Police Training,1
1553,Patrol Sergeant,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1554,Patrol Sergeant,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1555,Patrol Sergeant,2019 Response to Resistance Scenarios,Police Training,4
1556,Patrol Sergeant,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1557,Patrol Sergeant,2019 Home Made Explosives Recognition,Police Training,1
1558,Patrol Sergeant,2019 ALICE Methodology,Police Training,1
1559,Patrol Sergeant,2019 Community Policing / Problem Solving,Police Training,1
1560,Patrol Sergeant,2019 Below 100,Police Training,1
1561,Patrol Sergeant,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1562,Patrol Sergeant,2019 Employee Asssistance Program,Police Training,1
1563,Patrol Sergeant,2019 52-1 District Court Update ,Police Training,2
1564,Patrol Sergeant,2019 LEIN / MICR / Booking Update,Police Training,2
1565,Patrol Sergeant,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1566,Patrol Sergeant,2019 Accreditation Training,Community Policing,1
1567,Patrol Sergeant,Ethical Decision Making and Intervention,Police Training,1
1568,Patrol Sergeant,2019 Accreditation Review,Police Training,1
1569,Patrol Sergeant,Michigan State Police Security Awareness Training Level 1,Police Training,1
1570,Patrol Sergeant,Michigan State Police Security Awareness Training Level 2,Police Training,1
1571,Patrol Sergeant,Michigan State Police Security Awareness Training Level 3,Police Training,1
1572,Patrol Sergeant,Veterans Affairs S.A.V.E Training,Police Training,1
1573,Patrol Sergeant,MILO Simulator Training,Police Training,24
1574,Patrol Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
1575,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
1576,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
1577,Patrol Officer,REID Technique of Interview and Interrogation,Police Training,32
1578,Patrol Officer,Taser Training,Police Training,8
1579,Patrol Officer,Rifle Training and Qualification,Police Training,8
1580,Patrol Officer,Rifle Training and Qualification,Police Training,8
1581,Patrol Officer,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
1582,Patrol Officer,South West Oakland SRT Alpena Training Week,Police Training,30
1583,Patrol Officer,Firearms Training/Qualification,Police Training,1
1584,Patrol Officer,Firearms Training/Qualification,Police Training,1
1585,Patrol Officer,Firearms Training/Qualification,Police Training,1
1586,Patrol Officer,Firearms Training/Qualification,Police Training,1
1587,Patrol Officer,Criminal Drug Interdiction Techniques and Concealment,Police Training,27
1588,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1589,Patrol Officer,Hazardous Materials 2019,Police Training,1
1590,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1591,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1592,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1593,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1594,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1595,Patrol Officer,2019 ALICE Methodology,Police Training,1
1596,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1597,Patrol Officer,2019 Below 100,Police Training,1
1598,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1599,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1600,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1601,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1602,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1603,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1604,Patrol Officer,2019 Accreditation Review,Police Training,1
1605,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1606,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1607,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1608,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1609,Patrol Officer,2019 OTOA Conference (Ohio Tactical Officers Association),Police Training,40
1610,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1611,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1612,Patrol Officer,TSC Watchlisting Training,Police Training,1
1613,Patrol Officer,FAA Part 107 Exam Preparation and Remote Pilot License,Police Training,8
1614,Patrol Officer,19-905 OWI Investigations,Police Training,1
1615,Patrol Officer,NAPCH National Seminar & Certifications,Police Training,48
1616,Patrol Officer,Every Officer a Leader,Police Training,16
1617,Patrol Officer,Outdoor Rifle Training,Police Training,9
1618,Patrol Officer,Taser Training,Police Training,8
1619,Patrol Officer,Rifle Training and Qualification,Police Training,8
1620,Patrol Officer,Firearms Training/Qualification,Police Training,1
1621,Patrol Officer,Firearms Training/Qualification,Police Training,1
1622,Patrol Officer,Firearms Training/Qualification,Police Training,1
1623,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
1624,Patrol Officer,National Association of Professional Canine Handlers National Workshop and Conference,Police Training,72
1625,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1626,Patrol Officer,Hazardous Materials 2019,Police Training,1
1627,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1628,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1629,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1630,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1631,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1632,Patrol Officer,2019 ALICE Methodology,Police Training,1
1633,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1634,Patrol Officer,2019 Below 100,Police Training,1
1635,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
